school_name,state_name,enrollment
Northridge Middle,California,829
Norwood Street Elementary,California,548
O'Melveny Elementary,California,542
Odyssey Continuation,California,112
Olive Vista Middle,California,1082
One Hundred Eighteenth Street,California,638
One Hundred Eighty-Sixth Street Elementary,California,824
Lovelia P. Flournoy Elementary,California,602
San Antonio Elementary,California,628
One Hundred Fifty-Sixth Street Elementary,California,370
One Hundred Fifty-Third Street,California,421
One Hundred Ninth Street Elementary,California,481
Florence Griffith Joyner Elementary,California,558
The Accelerated,California,782
One Hundred Seventh Street Elementary,California,907
One Hundred Sixteenth Street Elementary,California,522
One Hundred Thirty-Fifth Street Elementary,California,831
One Hundred Twelfth Street Elementary,California,454
One Hundred Twenty-Second Street Elementary,California,756
Open Charter Magnet,California,409
Osceola Street Elementary,California,325
Overland Avenue Elementary,California,501
Owensmouth Continuation,California,105
Oxnard Street Elementary,California,436
Palisades Charter Elementary,California,487
Pacoima Charter Elementary,California,1303
Pacoima Middle,California,1241
Palms Elementary,California,353
Palms Middle,California,1382
Park Avenue Elementary,California,541
Park Western Place Elementary,California,721
Woodland Hills Academy,California,827
Parmelee Avenue Elementary,California,888
Paseo del Rey Fundamental,California,492
George S. Patton Continuation,California,71
Robert E. Peary Middle,California,1310
Phoenix Continuation,California,85
Pinewood Avenue Elementary,California,258
Plainview Academic Charter Academy,California,309
Playa del Rey Elementary,California,267
Plummer Elementary,California,922
Point Fermin Elementary,California,334
Pomelo Community Charter,California,616
George K. Porter Middle,California,1617
Gaspar De Portola Middle,California,1893
President Avenue Elementary,California,402
Pueblo de Los Angeles Continuation,California,52
Purche Avenue Elementary,California,559
Queen Anne Place Elementary,California,406
Ramona Elementary,California,616
Ramona Opportunity High,California,65
Ranchito Avenue Elementary,California,569
Raymond Avenue Elementary,California,595
Walter Reed Middle,California,1599
Reseda Elementary,California,407
Reseda Senior High,California,1566
Paul Revere Charter Middle,California,2152
Richland Avenue Elementary,California,264
Morris K. Hamasaki Elementary,California,399
Rio Vista Elementary,California,441
Ritter Elementary,California,384
Riverside Drive Charter,California,644
Rockdale Visual & Performing Arts Magnet,California,342
Simon Rodia Continuation,California,104
Will Rogers Continuation,California,139
Theodore Roosevelt Senior High,California,1475
Roscoe Elementary,California,648
Roscomare Road Elementary,California,459
Rosemont Avenue Elementary,California,336
Rosewood Avenue Elementary,California,287
Rowan Avenue Elementary,California,901
Russell Elementary,California,976
San Antonio Continuation,California,164
San Fernando Elementary,California,618
San Fernando Middle,California,739
San Fernando Senior High,California,2006
San Gabriel Avenue Elementary,California,621
San Jose Street Elementary,California,723
San Pascual Elem Sci Tech Engr Arts And Math (STEAM) Magnet,California,298
San Pedro Senior High,California,2516
San Pedro Street Elementary,California,745
Martin Luther King Jr. Elementary,California,472
Santa Monica Boulevard Community Charter,California,953
Saticoy Elementary,California,576
Saturn Street Elementary,California,377
Second Street Elementary,California,392
Selma Avenue Elementary,California,142
Francisco Sepulveda Middle,California,1442
Serrania Avenue Charter For Enriched Studies,California,671
Seventh Street Elementary,California,460
Seventy-Fifth Street Elementary,California,1128
Seventy-Fourth Street Elementary,California,555
Sharp Avenue Elementary,California,718
Shenandoah Street Elementary,California,475
Sheridan Street Elementary,California,912
Sherman Oaks Elementary Charter,California,833
Shirley Avenue Elementary,California,495
Short Avenue Elementary,California,266
Sierra Park Elementary,California,399
Sierra Vista Elementary,California,275
Sixth Avenue Elementary,California,599
Sixty-Eighth Street Elementary,California,859
Sixty-First Street Elementary,California,580
Sixty-Sixth Street Elementary,California,888
Solano Avenue Elementary,California,241
Soto Street Elementary,California,197
South Gate Middle,California,1996
South Gate Senior High,California,2832
South Park Elementary,California,1013
South Shores/CSUDH Visual and Performing Arts,California,473
Stagg Street Elementary,California,433
Stanford Avenue Elementary,California,557
State Street Elementary,California,576
Nora Sterry Elementary,California,340
Robert Louis Stevenson Middle,California,1313
Stonehurst Avenue Elementary,California,288
Stoner Avenue Elementary,California,308
Stoney Point Continuation,California,115
Strathern Street Elementary,California,675
Sun Valley Magnet,California,1488
Sunland Elementary,California,418
Sunny Brae Avenue Elementary,California,557
Superior Street Elementary,California,520
John A. Sutter Middle,California,803
Sylmar Elementary,California,602
Sylmar Charter High,California,1777
Sylvan Park Elementary,California,867
Taft Charter High,California,2401
Taper Avenue Elementary,California,719
Tarzana Elementary,California,383
Telfair Avenue Elementary,California,771
Tenth Street Elementary,California,691
Third Street Elementary,California,653
Thirty-Second Street USC Performing Arts,California,1048
Birdielee V. Bright Elementary,California,668
Thomas Riley High,California,87
Henry David Thoreau Continuation,California,63
Toland Way Elementary,California,344
Toluca Lake Elementary,California,446
Topanga Elementary Charter,California,293
Topeka Charter School For Advanced Studies,California,586
Towne Avenue Elementary,California,342
Trinity Street Elementary,California,327
Tulsa Street Elementary,California,514
Tweedy Elementary,California,705
Twentieth Street Elementary,California,618
Twenty-Eighth Street Elementary,California,777
Twenty-Fourth Street Elementary,California,669
Two Hundred Thirty-Second Place,California,428
Union Avenue Elementary,California,1141
University Senior High,California,1658
Utah Street Elementary,California,463
Valerio Street Elementary,California,956
Valley Alternative Magnet,California,613
Valley View Elementary,California,229
Van Deene Avenue Elementary,California,350
Van Gogh Charter,California,509
Van Ness Avenue Elementary,California,228
Van Nuys Elementary,California,647
Van Nuys Middle,California,1092
Van Nuys Senior High,California,2617
Vanalden Avenue Elementary,California,442
Vaughn Next Century Learning Center,California,2906
Vena Avenue Elementary,California,567
Venice Senior High,California,1967
Verdugo Hills Senior High,California,1357
Vermont Avenue Elementary,California,642
Vernon City Elementary,California,246
Victoria Avenue Elementary,California,466
Victory Boulevard Elementary,California,578
View Park Continuation,California,112
Vine Street Elementary,California,518
Vinedale Elementary,California,155
Vintage Math/Science/Technology Magnet,California,823
Virgil Middle,California,1033
Virginia Road Elementary,California,394
Wadsworth Avenue Elementary,California,731
Walgrove Avenue Elementary,California,318
Warner Avenue Elementary,California,671
George Washington Preparatory High,California,958
Daniel Webster Middle,California,431
Lenicia B. Weemes Elementary,California,661
Weigand Avenue Elementary,California,465
Welby Way Charter Elem Sch And Gifted-High Ability Magnet,California,809
West Athens Elementary,California,733
West Hollywood Elementary,California,388
West Hollywood Opportunity,California,69
West Vernon Avenue Elementary,California,769
WESM Health/Sports Medicine,California,1037
Western Avenue Elementary,California,557
Westminster Avenue Elementary,California,383
Westport Heights Elementary,California,329
Westwood Charter Elementary,California,855
Stephen M. White Middle,California,1669
White Point Elementary,California,387
Wilbur Charter For Enriched Academics,California,665
Wilmington Mid Sci Tech Engr Arts Math (STEAM) Magnet,California,1393
Wilmington Park Elementary,California,833
Wilshire Crest Elementary,California,180
Woodrow Wilson Senior High,California,1517
Wilton Place Elementary,California,662
Winnetka Avenue Elementary,California,536
Wonderland Avenue Elementary,California,523
Woodcrest Elementary,California,864
